Словоформа,Частота (ipm),Капитализация
товарищей,15.406158,lower
товарищем,5.315575,lower
товарищи,19.370316,lower
товарищу,5.525796,lower
товаров,29.581025,lower
товары,16.877702,lower
Тогда,192.441835,higher
тогда,565.823441,lower
тогдашней,5.555827,lower
Того,9.099544,higher
того,1018.458169,lower
Тоже,24.896111,higher
тоже,746.192614,lower
той,249.862058,lower
ток,10.000489,lower
тока,9.700174,lower
Токио,9.039481,higher
током,5.345607,lower
Толик,16.607418,higher
толк,6.606929,lower
толкнул,7.597969,lower
толкования,6.21652,lower
толком,19.340284,lower
толку,17.478331,lower
Толпа,5.585859,higher
толпа,22.613717,lower
толпе,16.727544,lower
толпой,8.61904,lower
толпу,13.454111,lower
толпы,24.986206,lower
толстая,8.168567,lower
Толстого,27.568915,higher
Толстой,25.0763,higher
толстой,9.940426,lower
толстые,10.541056,lower
толстый,12.43304,lower
толстым,5.886173,lower
толстыми,5.705984,lower
толстых,7.808189,lower
толчок,5.135386,lower
толще,6.937276,lower
толщиной,7.147496,lower
Только,267.250295,higher
только,2129.052972,lower
Толя,6.516835,higher
Том,7.507874,higher
том,1060.081824,lower
Тома,6.186488,higher
тома,12.673292,lower
Томас,6.666992,higher
Томка,7.057402,higher
томов,7.658032,lower
тому,321.036707,lower
тон,17.4483,lower
тона,7.808189,lower
тонкая,10.210709,lower
тонкие,18.739654,lower
тонкий,15.376127,lower
тонким,10.661182,lower
тонкими,8.558977,lower
тонких,10.150646,lower
тонко,9.279733,lower
тонкой,16.547355,lower
тонкую,6.636961,lower
тонн,36.127891,lower
тонны,6.126425,lower
тоном,16.307103,lower
топлива,21.112143,lower
топливо,9.21967,lower
топор,9.850331,lower
топором,8.138536,lower
торгов,5.285544,lower
торговали,5.135386,lower
торговать,7.117465,lower
торговле,7.898284,lower
торговли,25.67693,lower
торговлю,6.847181,lower
торговля,10.390898,lower
торгового,7.327685,lower
торговой,8.108504,lower
торговые,9.099544,lower
торговый,7.748126,lower
торговых,15.195938,lower
торжества,9.309764,lower
торжественно,19.730694,lower
торжество,7.688063,lower
торопился,5.766047,lower
торопиться,5.40567,lower
торопливо,16.607418,lower
торопясь,6.907244,lower
торт,6.81715,lower
торчали,7.838221,lower
торчат,5.705984,lower
торчит,6.967307,lower
тоска,11.83241,lower
тоски,10.390898,lower
тоскливо,5.82611,lower
тоской,7.688063,lower
тоску,6.21652,lower
Тот,80.454381,higher
тот,496.841092,lower
тотальной,5.165418,lower
тотчас,20.151135,lower
точек,17.117953,lower
точка,26.66797,lower
точками,5.495764,lower
точках,5.886173,lower
точке,19.220158,lower
точки,133.760289,lower
точкой,9.730205,lower
точку,31.623167,lower
Точнее,15.526284,higher
точнее,48.921309,lower
Точно,33.364994,higher
точно,227.398498,lower
точного,5.345607,lower
точное,8.048441,lower
точности,19.640599,lower
точность,10.120615,lower
точностью,14.024709,lower
точные,7.267622,lower
точный,6.997339,lower
точным,6.727055,lower
точных,5.195449,lower
трав,6.937276,lower
трава,13.123764,lower
траве,16.547355,lower
травму,5.285544,lower
травмы,10.480993,lower
травой,9.249701,lower
траву,17.388237,lower
травы,21.202237,lower
трагедии,14.44515,lower
трагедия,9.940426,lower
традицией,8.408819,lower
традиции,62.795861,lower
традиций,19.130064,lower
традиционная,6.066362,lower
традиционно,22.703812,lower
традиционного,13.934615,lower
традиционное,5.435701,lower
традиционной,19.85082,lower
традиционные,15.135875,lower
традиционный,9.369827,lower
традиционным,9.189638,lower
традиционными,5.195449,lower
традиционных,24.685891,lower
традицию,10.03052,lower
традиция,19.730694,lower
традициям,5.886173,lower
традициях,7.207559,lower
траектории,7.327685,lower
трактор,5.075323,lower
трамвае,6.787118,lower
трамвай,10.450961,lower
трамвая,5.135386,lower
трансляции,5.82611,lower
транспорт,12.403008,lower
транспорта,31.232757,lower
транспорте,9.519985,lower
транспортного,7.718095,lower
транспортной,9.910394,lower
транспортные,5.675953,lower
транспортных,11.261812,lower
трансформации,14.745465,lower
трассе,10.300804,lower
трассы,14.23493,lower
тратить,16.757576,lower
требовал,14.264961,lower
требовала,11.442,lower
требовали,11.862441,lower
требовало,5.675953,lower
требовалось,17.718583,lower
требование,10.751276,lower
требований,20.421418,lower
требованию,5.675953,lower
требования,31.142663,lower
требованиям,15.676442,lower
требованиями,7.117465,lower
требовать,12.523134,lower
требует,62.885955,lower
требуется,40.392364,lower
требуют,22.343434,lower
требуются,7.267622,lower
требуя,6.546866,lower
тревога,7.147496,lower
тревоги,9.069512,lower
тревогу,7.567937,lower
тревожно,7.988378,lower
трем,8.468882,lower
тремя,25.706962,lower
тренд,5.916205,lower
тренер,7.778158,lower
тренера,6.066362,lower
тренировки,6.877213,lower
трепет,5.01526,lower
треск,5.495764,lower
трети,15.286032,lower
Третий,17.388237,higher
третий,67.630932,lower
треть,16.397198,lower
третье,13.153796,lower
Третьего,5.435701,higher
третьего,38.049907,lower
третьей,27.719072,lower
третьем,27.448789,lower
третьему,5.195449,lower
третьи,6.486803,lower
третьим,9.610079,lower
третью,10.691213,lower
Третья,7.778158,higher
третья,19.310253,lower
трех,112.3178,lower
трещины,6.42674,lower
Три,39.821765,higher
три,406.296127,lower
тридцати,20.211198,lower
тридцатых,5.766047,lower
Тридцать,6.156457,higher
тридцать,68.561908,lower
трижды,13.03367,lower
тринадцать,10.120615,lower
триста,15.706473,lower
трлн,11.381937,lower
тРНК,5.195449,lower
трогательно,6.21652,lower
трогать,8.558977,lower
Трое,5.315575,higher
трое,30.662159,lower
троих,12.763386,lower
Троицкий,5.555827,higher
тройку,7.387748,lower
трон,6.186488,lower
тропе,5.465733,lower
тропинке,6.336646,lower
тропы,5.61589,lower
Троцкий,8.348756,higher
Троцкого,8.168567,higher
труб,8.589008,lower
труба,6.727055,lower
трубе,6.787118,lower
трубке,7.327685,lower
трубки,7.117465,lower
трубку,40.51249,lower
трубу,9.760237,lower
трубы,23.124253,lower
труд,39.461387,lower
труда,89.974366,lower
трудах,7.02737,lower
труде,5.555827,lower
трудиться,6.096394,lower
труднее,16.03682,lower
Трудно,20.811828,higher
трудно,113.248776,lower
трудное,5.135386,lower
трудностей,6.576898,lower
трудности,20.421418,lower
